Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,0.984375,0.9921879768371582,0.9192709922790527,0.9752600193023682,0.8946499824523926,30091200
2000-01-04,0.9583330154418945,0.9609379768371582,0.9010419845581055,0.9492189884185791,0.870761513710022,30048000
2000-01-05,0.921875,0.9375,0.9049479961395264,0.9179689884185791,0.842094361782074,18835200
2000-01-06,0.9179689884185791,0.9179689884185791,0.8229169845581055,0.8580729961395264,0.7871491312980652,12048000
2000-01-07,0.8541669845581055,0.8815100193023682,0.8411459922790527,0.8723959922790527,0.8002883195877075,7118400
2000-01-10,0.875,0.9375,0.859375,0.9010419845581055,0.8265666365623474,23985600
2000-01-11,0.8958330154418945,0.90625,0.8645830154418945,0.8645830154418945,0.7931212186813354,14812800
2000-01-12,0.8645830154418945,0.8658850193023682,0.8307290077209473,0.8424479961395264,0.7728157043457031,12355200
2000-01-13,0.8411459922790527,0.8854169845581055,0.8307290077209473,0.8776040077209473,0.8050658702850342,13219200
2000-01-14,0.890625,0.9518229961395264,0.8880209922790527,0.9153649806976318,0.8397056460380554,60456000
2000-01-18,0.9270830154418945,0.9583330154418945,0.8854169845581055,0.9544270038604736,0.8755391240119934,26164800
2000-01-19,0.9583330154418945,0.9583330154418945,0.9375,0.9453129768371582,0.8671784400939941,16468800
2000-01-20,0.953125,1.0052080154418945,0.9348959922790527,0.9427080154418945,0.8647887110710144,17956800
2000-01-21,0.9401040077209473,0.9440100193023682,0.9088540077209473,0.9322919845581055,0.8552335500717163,54427200
2000-01-24,0.9622399806976318,0.9622399806976318,0.8854169845581055,0.890625,0.8170105218887329,25694400
2000-01-25,0.8945310115814209,0.9036459922790527,0.8541669845581055,0.8828129768371582,0.8098441362380981,23712000
2000-01-26,0.8828129768371582,0.90625,0.8307290077209473,0.8463540077209473,0.776398777961731,23246400
2000-01-27,0.8528649806976318,0.8528649806976318,0.7708330154418945,0.8020830154418945,0.7357869148254395,45820800
2000-01-28,0.7916669845581055,0.796875,0.7473959922790527,0.7786459922790527,0.7142869234085083,19444800
2000-01-31,0.7825520038604736,0.7994790077209473,0.7291669845581055,0.7721350193023682,0.7083141207695007,18240000
2000-02-01,0.7734379768371582,0.796875,0.7447919845581055,0.7903649806976318,0.7250377535820007,9297600
2000-02-02,0.7942709922790527,0.828125,0.7903649806976318,0.8125,0.7453429102897644,14904000
2000-02-03,0.8385419845581055,0.8554689884185791,0.8203129768371582,0.8255209922790527,0.757287859916687,10824000
2000-02-04,0.8515629768371582,0.8515629768371582,0.828125,0.8450520038604736,0.7752044200897217,12369600
2000-02-07,0.8489580154418945,0.8489580154418945,0.7916669845581055,0.7929689884185791,0.7274264097213745,21748800
2000-02-08,0.8125,0.859375,0.7916669845581055,0.8307290077209473,0.7620653510093689,46881600
2000-02-09,0.8619790077209473,0.8763020038604736,0.8502600193023682,0.8515629768371582,0.7811771631240845,58905600
2000-02-10,0.9036459922790527,1.0416669845581055,0.9036459922790527,1.0260419845581055,0.941234827041626,97008000
2000-02-11,1.0768229961395264,1.078125,0.9661459922790527,1.0416669845581055,0.9555678963661194,42379200
2000-02-14,1.0442709922790527,1.2083330154418945,1.0338540077209473,1.2083330154418945,1.1084582805633545,65011200
2000-02-15,1.2109379768371582,1.2122399806976318,1.1119790077209473,1.1614580154418945,1.065458059310913,45048000
2000-02-16,1.1744790077209473,1.2552080154418945,1.1614580154418945,1.214843988418579,1.1144312620162964,101956800
2000-02-17,1.2135419845581055,1.265625,1.1953129768371582,1.2578129768371582,1.1538492441177368,53577600
2000-02-18,1.2395830154418945,1.421875,1.230468988418579,1.4036459922790527,1.2876276969909668,96086400
2000-02-22,1.359375,1.3776040077209473,1.3125,1.3645830154418945,1.2517939805984497,54249600
2000-02-23,1.3489580154418945,1.386718988418579,1.332031011581421,1.3723959922790527,1.2589613199234009,51139200
2000-02-24,1.3802080154418945,1.3893229961395264,1.3020830154418945,1.359375,1.2470159530639648,24432000
2000-02-25,1.3606770038604736,1.3606770038604736,1.21875,1.2747399806976318,1.1693767309188843,27873600
2000-02-28,1.2682290077209473,1.28125,1.2447919845581055,1.265625,1.1610149145126343,51787200
2000-02-29,1.2578129768371582,1.3489580154418945,1.2578129768371582,1.3333330154418945,1.2231268882751465,30604800
2000-03-01,1.3333330154418945,1.3333330154418945,1.2734379768371582,1.2942709922790527,1.187293291091919,38356800
2000-03-02,1.3046879768371582,1.3046879768371582,1.203125,1.207031011581421,1.1072641611099243,19104000
2000-03-03,1.2083330154418945,1.2395830154418945,1.1979169845581055,1.2265629768371582,1.1251816749572754,27369600
2000-03-06,1.234375,1.328125,1.2083330154418945,1.21875,1.1180146932601929,43209600
2000-03-07,1.5625,1.8177080154418945,1.4947919845581055,1.7356770038604736,1.5922147035598755,195220800
2000-03-08,1.7347010374069214,1.765625,1.609375,1.75,1.6053539514541626,66873600
2000-03-09,1.7708330154418945,2.25,1.765625,2.0895180702209473,1.9168096780776978,95294400
2000-03-10,2.1979169845581055,3.0208330154418945,2.1822919845581055,2.4583330154418945,2.2551403045654297,216120000
2000-03-13,2.2291669845581055,3.125,2.2083330154418945,3.109375,2.852370500564575,241516800
2000-03-14,3.0924479961395264,3.0924479961395264,2.25,2.2942709922790527,2.10463809967041,156777600
2000-03-15,2.4586589336395264,2.522135019302368,2.125,2.2005209922790527,2.0186378955841064,99561600
2000-03-16,2.2708330154418945,2.3489580154418945,1.9296879768371582,1.9619139432907104,1.7997525930404663,75038400
2000-03-17,1.9166669845581055,2.2291669845581055,1.916340947151184,2.0807290077209473,1.9087467193603516,55761600
2000-03-20,2.162760019302368,2.2317709922790527,2.0130209922790527,2.0794270038604736,1.9075520038604736,36528000
2000-03-21,2.0833330154418945,2.101562976837158,1.8125,1.9765629768371582,1.8131903409957886,53664000
2000-03-22,1.9921879768371582,2.0520830154418945,1.9583330154418945,1.9908850193023682,1.8263286352157593,23059200
2000-03-23,1.972656011581421,2.1354169845581055,1.96875,2.0260419845581055,1.8585795164108276,30940800
2000-03-24,2.0130209922790527,2.1041669845581055,1.875,1.941406011581421,1.7809391021728516,23160000
2000-03-27,1.9375,2.0,1.796875,1.8138020038604736,1.6638823747634888,38894400
2000-03-28,1.7513020038604736,1.7708330154418945,1.6458330154418945,1.6783850193023682,1.5396586656570435,39331200
2000-03-29,1.6848959922790527,1.7239580154418945,1.5,1.5677080154418945,1.438129186630249,46944000
2000-03-30,1.5208330154418945,1.703125,1.46875,1.558593988418579,1.4297685623168945,36192000
2000-03-31,1.6650389432907104,1.8307290077209473,1.6354169845581055,1.760090947151184,1.6146109104156494,96297600
2000-04-03,1.7441409826278687,1.75,1.5768229961395264,1.6223959922790527,1.4882969856262207,32995200
2000-04-04,1.7083330154418945,1.7369790077209473,1.1875,1.5625,1.4333522319793701,51379200
2000-04-05,1.578125,2.03125,1.4973959922790527,1.910156011581421,1.7522728443145752,63960000
2000-04-06,1.9986979961395264,2.100260019302368,1.9036459922790527,1.9986979961395264,1.8334962129592896,40459200
2000-04-07,2.0989580154418945,2.1875,2.0104169845581055,2.136718988418579,1.9601092338562012,31857600
2000-04-10,2.1731770038604736,2.2994790077209473,1.9075520038604736,1.9479169845581055,1.7869125604629517,39528000
2000-04-11,1.8121739625930786,1.9791669845581055,1.6666669845581055,1.832031011581421,1.6806049346923828,45758400
2000-04-12,1.8346350193023682,1.875,1.6354169845581055,1.6419270038604736,1.5062141418457031,31344000
2000-04-13,1.6549479961395264,1.7135419845581055,1.5442709922790527,1.5716149806976318,1.4417134523391724,31329600
2000-04-14,1.4713540077209473,1.5846350193023682,1.3645830154418945,1.4332679510116577,1.314801573753357,42192000
2000-04-17,1.3125,1.5625,1.3125,1.5065100193023682,1.381989598274231,29409600
2000-04-18,1.6582030057907104,1.8697919845581055,1.609375,1.7734379768371582,1.6268545389175415,47750400
2000-04-19,1.8294270038604736,1.8541669845581055,1.6666669845581055,1.6888020038604736,1.549214482307434,27835200
2000-04-20,1.734375,1.7669270038604736,1.65625,1.6796879768371582,1.540853500366211,15393600
2000-04-24,1.5833330154418945,1.6536459922790527,1.5130209922790527,1.5963540077209473,1.4644076824188232,20596800
2000-04-25,1.667968988418579,1.8229169845581055,1.6640629768371582,1.7708330154418945,1.6244653463363647,24969600
2000-04-26,1.894531011581421,1.9375,1.75,1.7526040077209473,1.6077429056167603,25411200
2000-04-27,1.6354169845581055,1.9140629768371582,1.6263020038604736,1.8958330154418945,1.7391334772109985,28099200
2000-04-28,1.925781011581421,2.0,1.8567709922790527,1.8567709922790527,1.70330011844635,17904000
2000-05-01,1.9270830154418945,1.96875,1.871093988418579,1.9166669845581055,1.7582447528839111,11942400
2000-05-02,1.9166669845581055,2.0286459922790527,1.7890629768371582,1.8424479961395264,1.690160870552063,23400000
2000-05-03,1.8307290077209473,1.890625,1.6666669845581055,1.8125,1.6626882553100586,32918400
2000-05-04,1.808593988418579,1.9114580154418945,1.792968988418579,1.8346350193023682,1.6829938888549805,24120000
2000-05-05,1.8268229961395264,1.9635419845581055,1.8020830154418945,1.9192709922790527,1.7606340646743774,17059200
2000-05-08,1.8697919845581055,1.9375,1.8463540077209473,1.8489580154418945,1.696133017539978,18513600
2000-05-09,1.8802080154418945,1.8958330154418945,1.7708330154418945,1.8229169845581055,1.6722437143325806,17683200
